"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.59766	0	0
1	0.59893	0	0
2	-0.31508	0.3572	0
3	-0.32006	0.3543	0
4	-0.41745	0.28104	0
5	-0.42018	0.27838	0
6	-0.42136	0.27733	0
7	-0.42727	0.27175	0
8	-0.39627	0.29981	0
9	-0.40327	0.29367	0
10	-0.38804	0.30629	0
11	-0.39295	0.30237	0
12	-0.36052	0.32739	0
13	-0.36184	0.32653	0
14	-0.33747	0.34286	0
15	-0.3375	0.34283	0
16	-0.34909	0.33525	0
17	-0.35064	0.33399	0
18	-0.37968	0.31302	0
19	-0.38219	0.31106	0
20	-0.37134	0.31923	0
21	-0.37085	0.3196	0
22	-0.438	0.26179	0
23	-0.43826	0.26153	0
24	-0.42963	0.26921	0
25	-0.31048	0.36003	0
26	-0.32312	0.35237	0
27	-0.32924	0.34859	0
28	-0.29231	0.37005	0
29	-0.30064	0.36567	0
30	-0.30736	0.36175	0
31	-0.24643	0.39242	0
32	-0.25071	0.3906	0
33	-0.25957	0.38649	0
34	-0.26282	0.38484	0
35	-0.27387	0.37912	0
36	-0.28089	0.37565	0
37	-0.45155	0.24847	0
38	-0.45222	0.24774	0
39	-0.45916	0.23956	0
40	-0.41183	0.28657	0
41	-0.4133	0.28513	0
42	-0.43771	0.26204	0
43	-0.40505	0.29217	0
44	-0.53911	0.13133	0
45	-0.54006	0.12968	0
46	-0.53491	0.13767	0
47	-0.53143	0.14337	0
48	-0.54474	0.12144	0
49	-0.5482	0.11512	0
50	-0.50804	0.17864	0
51	-0.50947	0.17669	0
52	-0.51435	0.16993	0
53	-0.5166	0.16676	0
54	-0.51993	0.1615	0
55	-0.52458	0.15389	0
56	-0.52612	0.15166	0
57	-0.54981	0.112	0
58	-0.54148	0.12727	0
59	-0.34742	0.33619	0
60	-0.37072	0.3197	0
61	-0.33742	0.34289	0
62	-0.58092	0.04733	0
63	-0.58365	0.040428	0
64	-0.59561	0.011364	0
65	-0.59581	0.010834	0
66	-0.58741	0.031083	0
67	-0.58759	0.030656	0
68	-0.596	0.009722	0
69	-0.10046	0.43575	0
70	-0.10585	0.43484	0
71	-0.080239	0.43849	0
72	-0.080908	0.43839	0
73	-0.047944	0.44182	0
74	-0.053217	0.44158	0
75	-0.02653	0.44324	0
76	-0.034482	0.44325	0
77	-0.065931	0.44012	0
78	-0.066071	0.4401	0
79	-0.09218	0.43693	0
80	-0.096191	0.43648	0
81	-0.13524	0.42874	0
82	-0.14359	0.42751	0
83	-0.14539	0.42706	0
84	-0.15448	0.42472	0
85	-0.16678	0.42098	0
86	-0.16802	0.42054	0
87	-0.17988	0.41664	0
88	-0.1804	0.41648	0
89	-0.17659	0.41772	0
90	-0.55936	0.093101	0
91	-0.56282	0.085935	0
92	-0.55464	0.1023	0
93	-0.55558	0.1005	0
94	-0.55304	0.10555	0
95	-0.57573	0.059967	0
96	-0.57676	0.057325	0
97	-0.48669	0.2075	0
98	-0.48754	0.20644	0
99	-0.50212	0.18714	0
100	-0.52378	0.15516	0
101	-0.49464	0.1975	0
102	-0.49714	0.19406	0
103	-0.50173	0.18766	0
104	-0.49448	0.19771	0
105	-0.49334	0.19917	0
106	-0.5645	0.082522	0
107	-0.57022	0.072082	0
108	-0.57056	0.071418	0
109	-0.57093	0.070574	0
110	-0.58004	0.049332	0
111	-0.58786	0.029981	0
112	-0.5917	0.020838	0
113	-0.19165	0.41296	0
114	-0.19175	0.41293	0
115	-0.28821	0.37205	0
116	-0.44545	0.25492	0
117	-0.40371	0.29331	0
118	-0.4595	0.23921	0
119	-0.48224	0.21295	0
120	-0.52968	0.14636	0
121	-0.46008	0.23846	0
122	-0.46602	0.23151	0
123	-0.47917	0.21665	0
124	-0.47966	0.21609	0
125	-0.47253	0.2235	0
126	-0.47119	0.22518	0
127	0.10281	0.4358	0
128	0.101	0.43612	0
129	0.087499	0.43831	0
130	0.083431	0.43885	0
131	0.094676	0.43719	0
132	0.091393	0.43778	0
133	0.13477	0.42876	0
134	0.13455	0.42881	0
135	0.046691	0.4426	0
136	0.046666	0.4426	0
137	0.055411	0.44177	0
138	0.046721	0.4426	0
139	0.063849	0.44121	0
140	0.062755	0.4413	0
141	0.065293	0.4411	0
142	0.071882	0.44031	0
143	-0.022239	0.44366	0
144	-0.037444	0.4432	0
145	-0.041435	0.44274	0
146	-0.056454	0.44149	0
147	0.0087566	0.44423	0
148	0.0082136	0.44422	0
149	-0.0029486	0.44486	0
150	-0.0034644	0.44487	0
151	-0.11391	0.43363	0
152	-0.11795	0.43275	0
153	-0.11239	0.43395	0
154	-0.12339	0.43146	0
155	-0.15719	0.42402	0
156	-0.12469	0.43118	0
157	-0.13312	0.42917	0
158	-0.086328	0.43797	0
159	-0.20214	0.40958	0
160	-0.20513	0.40848	0
161	-0.2111	0.4065	0
162	-0.21796	0.40402	0
163	-0.23138	0.39874	0
164	-0.24085	0.3947	0
165	-0.25757	0.38744	0
166	-0.26889	0.38181	0
167	-0.27033	0.38101	0
168	-0.23094	0.39892	0
169	-0.22979	0.39937	0
170	-0.29083	0.37083	0
171	0.15532	0.42446	0
172	0.14855	0.42586	0
173	0.13438	0.42885	0
