"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.60431	0	0
1	0.60281	0	0
2	-0.57534	0.072021	0
3	-0.58093	0.060047	0
4	-0.58549	0.049187	0
5	-0.58566	0.048811	0
6	-0.60122	0.01084	0
7	-0.60126	0.010736	0
8	-0.5936	0.029342	0
9	-0.5972	0.020809	0
10	-0.60129	0.010652	0
11	-0.51715	0.17067	0
12	-0.51965	0.16728	0
13	-0.56755	0.086154	0
14	-0.56903	0.08323	0
15	-0.57531	0.072077	0
16	-0.52706	0.15567	0
17	-0.52774	0.15462	0
18	-0.52293	0.16229	0
19	-0.54515	0.12812	0
20	-0.54858	0.1222	0
21	-0.55737	0.10591	0
22	-0.55887	0.103	0
23	-0.55971	0.10143	0
24	-0.56373	0.093781	0
25	-0.55212	0.11594	0
26	-0.55384	0.11272	0
27	-0.5291	0.15273	0
28	-0.5349	0.14399	0
29	-0.53843	0.13844	0
30	-0.53302	0.14709	0
31	-0.54278	0.13205	0
32	-0.54374	0.13045	0
33	-0.43872	0.26199	0
34	-0.43895	0.26176	0
35	-0.30971	0.35837	0
36	-0.3137	0.356	0
37	-0.31937	0.35277	0
38	-0.3229	0.35061	0
39	-0.32862	0.34718	0
40	-0.33701	0.34157	0
41	-0.33735	0.3413	0
42	-0.34677	0.33516	0
43	-0.34866	0.33413	0
44	-0.39288	0.30198	0
45	-0.39633	0.29942	0
46	-0.40338	0.29342	0
47	-0.40387	0.29304	0
48	-0.3704	0.31897	0
49	-0.37067	0.31877	0
50	-0.36161	0.32554	0
51	-0.35039	0.33277	0
52	-0.36012	0.32648	0
53	-0.37166	0.31805	0
54	-0.59228	0.032447	0
55	-0.59297	0.030819	0
56	-0.58888	0.040676	0
57	-0.58159	0.058374	0
58	0.60244	0.0013902	0
59	0.60177	0.01075	0
60	0.5967	0.022867	0
61	0.59543	0.026151	0
62	0.52091	0.16568	0
63	0.51473	0.1743	0
64	0.55748	0.10689	0
65	0.55327	0.11445	0
66	0.53751	0.14074	0
67	0.53402	0.14625	0
68	0.52755	0.15608	0
69	0.52117	0.16532	0
70	0.5211	0.16542	0
71	0.4771	0.222	0
72	0.47368	0.22563	0
73	0.45462	0.24679	0
74	0.45091	0.25034	0
75	0.58416	0.053509	0
76	0.5834	0.055215	0
