"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.60125	0	0
1	0.60177	0	0
2	-0.59468	0.021021	0
3	-0.59826	0.012323	0
4	-0.59049	0.030983	0
5	-0.59119	0.029348	0
6	-0.58312	0.049204	0
7	-0.58336	0.048668	0
8	-0.59931	0.0085526	0
9	-0.59879	0.010921	0
10	-0.58979	0.032666	0
11	-0.58647	0.040707	0
12	-0.57935	0.058177	0
13	-0.5412	0.13166	0
14	-0.54207	0.13019	0
15	-0.54685	0.12192	0
16	-0.55028	0.11576	0
17	-0.52155	0.16203	0
18	-0.52565	0.15538	0
19	-0.56545	0.086024	0
20	-0.56696	0.083015	0
21	-0.54335	0.12805	0
22	-0.55201	0.11246	0
23	-0.57327	0.071674	0
24	-0.57864	0.059987	0
25	-0.55552	0.10559	0
26	-0.55777	0.10121	0
27	-0.56176	0.093559	0
28	-0.55695	0.10276	0
29	-0.42148	0.27744	0
30	-0.42758	0.27178	0
31	-0.42985	0.26936	0
32	-0.43854	0.26177	0
33	-0.44588	0.25515	0
34	-0.5731	0.072026	0
35	-0.57319	0.071867	0
36	-0.49659	0.1969	0
37	-0.50299	0.18815	0
38	-0.49535	0.19853	0
39	-0.49574	0.19804	0
40	0.59147	0.029736	0
41	0.58897	0.035968	0
42	0.59875	0.011298	0
43	0.59857	0.011733	0
44	0.5853	0.044941	0
45	0.58176	0.053555	0
46	0.58718	0.040368	0
47	0.59406	0.023069	0
48	0.59905	0.010131	0
49	0.55128	0.11455	0
50	0.5502	0.11658	0
51	0.59318	0.025326	0
52	0.57566	0.066322	0
53	0.57507	0.06778	0
54	0.58115	0.054952	0
55	0.57751	0.062509	0
56	0.57591	0.065818	0
57	0.56645	0.085978	0
58	0.56618	0.086476	0
59	0.54724	0.12167	0
60	0.54451	0.12638	0
61	0.57113	0.076895	0
62	0.56608	0.086688	0
63	0.56094	0.096495	0
64	0.55566	0.1066	0
65	0.55889	0.10048	0
66	0.46138	0.23842	0
67	0.46052	0.23946	0
68	0.54349	0.12812	0
69	0.53862	0.13613	0
70	0.53571	0.14087	0
71	0.52772	0.15336	0
72	0.52612	0.15586	0
73	0.52046	0.16413	0
74	0.51971	0.16523	0
75	0.53251	0.14601	0
76	0.48403	0.21293	0
77	0.48204	0.21532	0
78	0.50721	0.18267	0
79	0.50188	0.18945	0
80	0.51949	0.16554	0
81	0.51342	0.17416	0
82	0.47608	0.2221	0
83	0.47313	0.22527	0
84	0.50031	0.19153	0
85	0.49915	0.19312	0
86	0.43915	0.26131	0
87	0.43489	0.26531	0
88	0.39358	0.3025	0
89	0.39323	0.30282	0
90	0.46945	0.22972	0
91	0.45006	0.25067	0
