"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.53907	0	0
1	0.53968	0	0
2	-0.53618	0.013753	0
3	-0.53724	0.010746	0
4	-0.5263	0.045049	0
5	-0.52867	0.037447	0
6	-0.5297	0.034093	0
7	-0.5251	0.048563	0
8	-0.53248	0.025624	0
9	-0.53333	0.022751	0
10	-0.53893	0.00098197	0
11	-0.52202	0.059951	0
12	-0.52292	0.056574	0
13	-0.48247	0.16472	0
14	-0.48662	0.15535	0
15	-0.47635	0.17664	0
16	-0.48104	0.1677	0
17	-0.49076	0.14574	0
18	-0.49369	0.13845	0
19	-0.51968	0.066957	0
20	-0.5171	0.075492	0
21	-0.51857	0.070734	0
22	-0.51136	0.092388	0
23	-0.51411	0.084735	0
24	-0.51525	0.081018	0
25	-0.48687	0.15482	0
26	-0.48741	0.15359	0
27	-0.48177	0.16629	0
28	-0.48172	0.16639	0
29	-0.45192	0.2224	0
30	-0.4554	0.21629	0
31	-0.45934	0.20888	0
32	-0.46063	0.20674	0
33	-0.46366	0.20139	0
34	-0.46754	0.19426	0
35	-0.4676	0.19417	0
36	-0.47152	0.18673	0
37	-0.47564	0.17809	0
38	-0.43047	0.25556	0
39	-0.43258	0.25267	0
40	-0.43705	0.24661	0
41	-0.29074	0.395	0
42	-0.29193	0.39416	0
43	-0.30063	0.38745	0
44	-0.30132	0.38692	0
45	-0.27419	0.40582	0
46	-0.27959	0.40258	0
47	-0.30203	0.38641	0
48	-0.31126	0.38002	0
49	-0.50535	0.10746	0
50	-0.50786	0.10135	0
51	-0.51109	0.093156	0
52	-0.4977	0.12906	0
53	-0.49956	0.12387	0
54	-0.50164	0.11827	0
55	-0.49402	0.13766	0
56	-0.49417	0.1372	0
57	-0.39949	0.29592	0
58	-0.40498	0.29004	0
59	-0.38452	0.31286	0
60	-0.38534	0.31183	0
61	-0.37753	0.32023	0
62	-0.38398	0.3134	0
63	-0.36412	0.33351	0
64	-0.37023	0.328	0
65	-0.46764	0.19407	0
66	-0.47606	0.17722	0
67	-0.45811	0.21162	0
68	-0.44649	0.231	0
69	-0.45036	0.22515	0
70	-0.43769	0.24552	0
71	-0.44502	0.23364	0
72	-0.40866	0.28524	0
73	-0.41077	0.28231	0
74	-0.39105	0.3052	0
75	-0.39537	0.30031	0
76	-0.39791	0.29757	0
77	-0.41718	0.27302	0
78	-0.41763	0.27236	0
79	-0.42415	0.26318	0
80	-0.4243	0.263	0
81	-0.4119	0.28091	0
82	-0.41773	0.27224	0
83	-0.42078	0.26792	0
84	-0.43865	0.24405	0
85	-0.4419	0.23868	0
86	-0.5109	0.093602	0
87	-0.50394	0.11174	0
88	-0.35352	0.34423	0
89	-0.35606	0.34197	0
90	-0.37376	0.32421	0
91	-0.32957	0.36564	0
92	-0.32985	0.36539	0
93	-0.079666	0.47894	0
94	-0.087034	0.47788	0
95	-0.090637	0.47739	0
96	-0.092403	0.47716	0
97	-0.12259	0.47053	0
98	-0.12829	0.46939	0
99	-0.13728	0.46642	0
100	-0.13856	0.46606	0
101	-0.28378	0.3996	0
102	-0.22542	0.43338	0
103	-0.22574	0.43324	0
104	-0.22627	0.43295	0
105	-0.23565	0.42782	0
106	-0.20727	0.44188	0
107	-0.21589	0.43759	0
108	-0.20669	0.44211	0
109	-0.24041	0.42528	0
110	-0.24528	0.4227	0
111	-0.25334	0.4179	0
112	-0.25443	0.41725	0
113	-0.34659	0.35094	0
114	-0.34929	0.34828	0
115	-0.32044	0.37261	0
116	-0.32888	0.36616	0
117	-0.33819	0.35829	0
118	-0.36183	0.33559	0
119	-0.34291	0.35437	0
120	0.07469	0.48005	0
121	0.073724	0.4802	0
122	0.077632	0.47955	0
123	0.051656	0.48327	0
124	0.044619	0.48381	0
125	0.052241	0.48321	0
126	-0.0075583	0.48491	0
127	-0.0082168	0.48491	0
128	-0.096424	0.47637	0
129	-0.057883	0.48229	0
130	-0.062639	0.48184	0
131	-0.070961	0.48019	0
132	-0.071262	0.48014	0
133	-0.025926	0.48509	0
134	-0.030614	0.48475	0
135	-0.037074	0.48434	0
136	-0.047424	0.48389	0
137	-0.053837	0.48278	0
138	-0.26378	0.41196	0
139	-0.2684	0.40918	0
140	-0.31666	0.37568	0
141	-0.16156	0.45902	0
142	-0.16703	0.45726	0
143	-0.25535	0.41673	0
144	0.13136	0.46791	0
145	0.12681	0.46915	0
146	0.112	0.47313	0
147	0.11063	0.47342	0
148	0.098251	0.47596	0
149	0.096052	0.47639	0
150	0.085267	0.47829	0
151	0.090784	0.47728	0
152	0.12137	0.47082	0
153	0.10952	0.47374	0
154	0.17243	0.45486	0
155	0.16997	0.45573	0
156	-0.13938	0.46583	0
157	-0.14616	0.46355	0
158	-0.15167	0.46183	0
159	-0.15942	0.45989	0
160	-0.20613	0.44237	0
161	-0.022023	0.48515	0
162	-0.016118	0.485	0
163	-0.10692	0.4742	0
164	-0.11243	0.4731	0
165	-0.11788	0.47186	0
166	-0.10322	0.47501	0
167	-0.042179	0.48402	0
168	0.041857	0.48401	0
169	0.040742	0.48408	0
170	0.13855	0.466	0
171	0.26678	0.41026	0
172	0.26015	0.41428	0
173	0.2718	0.40696	0
174	0.25683	0.41621	0
175	0.23625	0.42752	0
176	0.23091	0.43016	0
177	0.24069	0.42508	0
178	0.24669	0.42194	0
179	0.20276	0.44306	0
180	0.19266	0.44714	0
181	0.19004	0.44823	0
182	0.20633	0.44146	0
183	0.2039	0.44256	0
184	0.1865	0.44932	0
185	0.17964	0.45207	0
186	0.22559	0.43293	0
187	0.15036	0.46288	0
188	0.15029	0.4629	0
189	0.00846	0.48498	0
190	0.004982	0.48513	0
191	0.060467	0.48207	0
192	0.026736	0.4848	0
193	0.01816	0.48495	0
194	-0.00075217	0.48524	0
195	0.041948	0.484	0
196	0.063987	0.48181	0
