"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.55949	-0.5	0
1	0.44041	-0.5	0
2	0.55981	0.5	0
3	-0.44068	0.5	0
4	-0.54206	-0.30697	0
5	-0.54348	-0.31809	0
6	-0.53953	-0.28622	0
7	-0.54041	-0.29279	0
8	-0.53823	-0.27488	0
9	-0.53888	-0.28023	0
10	-0.54186	-0.3057	0
11	-0.53656	-0.26365	0
12	-0.53737	-0.26996	0
13	-0.53459	-0.24743	0
14	-0.53533	-0.25475	0
15	-0.55864	-0.45827	0
16	-0.5589	-0.46125	0
17	-0.55977	-0.49037	0
18	-0.55964	-0.49488	0
19	-0.55888	-0.46893	0
20	-0.55888	-0.47097	0
21	-0.55955	-0.48068	0
22	-0.55969	-0.48711	0
23	-0.55754	-0.44195	0
24	-0.55811	-0.45102	0
25	-0.55742	-0.44069	0
26	-0.5573	-0.43981	0
27	-0.55893	-0.47175	0
28	-0.55032	-0.37433	0
29	-0.55048	-0.37578	0
30	-0.55358	-0.4031	0
31	-0.55402	-0.40904	0
32	-0.5564	-0.42927	0
33	-0.52328	-0.16521	0
34	-0.52354	-0.16722	0
35	-0.53423	-0.24558	0
36	-0.53378	-0.24173	0
37	-0.50012	0.00046674	0
38	-0.50017	8.1013e-05	0
39	-0.48712	0.093109	0
40	-0.48802	0.084289	0
41	-0.48958	0.075179	0
42	-0.49035	0.069801	0
43	-0.50157	-0.010307	0
44	-0.50178	-0.011771	0
45	-0.50454	-0.030873	0
46	-0.50526	-0.036582	0
47	-0.50011	0.00051807	0
48	-0.49687	0.024428	0
49	-0.49737	0.020671	0
50	-0.49461	0.039114	0
51	-0.49549	0.034355	0
52	-0.4938	0.044522	0
53	-0.49824	0.011115	0
54	-0.45219	0.35907	0
55	-0.45265	0.35451	0
56	-0.44766	0.39337	0
57	-0.44794	0.39047	0
58	-0.44936	0.38128	0
59	-0.44396	0.43179	0
60	-0.44465	0.42439	0
61	-0.54868	-0.36105	0
62	-0.54945	-0.3669	0
63	-0.53029	-0.21454	0
64	-0.53125	-0.22251	0
65	-0.53147	-0.2241	0
66	-0.5326	-0.23336	0
67	-0.54658	-0.33859	0
68	-0.54742	-0.34831	0
69	-0.54743	-0.3484	0
70	-0.54837	-0.35831	0
71	-0.54743	-0.34837	0
72	-0.54372	-0.31942	0
73	-0.54527	-0.32851	0
74	-0.54613	-0.33502	0
75	-0.54356	-0.31859	0
76	-0.54063	-0.29607	0
77	-0.53608	-0.26036	0
78	-0.55639	-0.4291	0
79	-0.55295	-0.39378	0
80	-0.55308	-0.3955	0
81	-0.55272	-0.39227	0
82	-0.55429	-0.41255	0
83	-0.55142	-0.38467	0
84	-0.55067	-0.37765	0
85	-0.55454	-0.41542	0
86	-0.55519	-0.42164	0
87	-0.52987	-0.21131	0
88	-0.52979	-0.21072	0
89	-0.52934	-0.20682	0
90	-0.52839	-0.19962	0
91	-0.52552	-0.18269	0
92	-0.52627	-0.18856	0
93	-0.53285	-0.23572	0
94	-0.45143	0.36905	0
95	-0.45147	0.36867	0
96	-0.44949	0.38032	0
97	-0.45097	0.37183	0
98	-0.44596	0.41017	0
99	-0.44601	0.40959	0
100	-0.44503	0.42039	0
101	-0.44589	0.41072	0
102	-0.44243	0.45335	0
103	-0.44285	0.44485	0
104	-0.44287	0.44446	0
105	-0.4438	0.43492	0
106	-0.44288	0.44426	0
107	-0.44188	0.46125	0
108	-0.4411	0.47781	0
109	-0.44128	0.47132	0
110	-0.4418	0.46229	0
111	-0.44175	0.4629	0
112	-0.4411	0.48078	0
113	-0.44072	0.49491	0
114	-0.44703	0.40009	0
115	-0.44076	0.49041	0
116	-0.45904	0.30333	0
117	-0.46008	0.29408	0
118	-0.45283	0.35087	0
119	-0.45379	0.34455	0
120	-0.45468	0.33641	0
121	-0.45604	0.32884	0
122	-0.45621	0.32733	0
123	-0.45679	0.32004	0
124	-0.45732	0.31392	0
125	-0.45801	0.30941	0
126	-0.46027	0.29256	0
127	-0.46067	0.28943	0
128	-0.46687	0.24406	0
129	-0.46733	0.24041	0
130	-0.466	0.25038	0
131	-0.46959	0.2213	0
132	-0.47021	0.21599	0
133	-0.4689	0.22702	0
134	-0.46167	0.28182	0
135	-0.46285	0.27219	0
136	-0.46483	0.26195	0
137	-0.45442	0.34019	0
138	-0.47208	0.20242	0
139	-0.47279	0.19717	0
140	-0.47381	0.18974	0
141	-0.47406	0.18754	0
142	-0.46755	0.23819	0
143	-0.46878	0.22843	0
144	-0.4792	0.15151	0
145	-0.47996	0.14578	0
