"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.54116	-0.5	0
1	0.45845	-0.5	0
2	0.54177	0.5	0
3	-0.45844	0.5	0
4	-0.49203	0.075886	0
5	-0.49254	0.070986	0
6	-0.49359	0.06091	0
7	-0.49413	0.055472	0
8	-0.49461	0.050534	0
9	-0.49514	0.045013	0
10	-0.49572	0.039947	0
11	-0.49017	0.094799	0
12	-0.49081	0.085041	0
13	-0.49113	0.082741	0
14	-0.49309	0.065965	0
15	-0.4901	0.095435	0
16	-0.48915	0.10588	0
17	-0.48978	0.099199	0
18	-0.4877	0.12053	0
19	-0.48812	0.11568	0
20	-0.4872	0.12515	0
21	-0.48664	0.13065	0
22	-0.4862	0.1345	0
23	-0.48565	0.13937	0
24	-0.4965	0.03484	0
25	-0.49697	0.030032	0
26	-0.49745	0.02494	0
27	-0.47168	0.28272	0
28	-0.4726	0.27305	0
29	-0.47388	0.26511	0
30	-0.47416	0.26286	0
31	-0.47695	0.22776	0
32	-0.47783	0.21719	0
33	-0.47692	0.22813	0
34	-0.47692	0.22806	0
35	-0.47582	0.24111	0
36	-0.47588	0.23993	0
37	-0.47475	0.25162	0
38	-0.47565	0.24297	0
39	-0.47425	0.26128	0
40	-0.48903	0.10723	0
41	-0.52821	-0.27882	0
42	-0.52822	-0.27893	0
43	-0.52891	-0.28973	0
44	-0.52512	-0.2533	0
45	-0.52521	-0.25491	0
46	-0.51656	-0.16337	0
47	-0.51711	-0.16875	0
48	-0.51012	-0.099948	0
49	-0.51095	-0.10934	0
50	-0.50777	-0.077672	0
51	-0.50781	-0.078074	0
52	-0.5123	-0.12297	0
53	-0.51349	-0.13251	0
54	-0.51211	-0.12135	0
55	-0.50999	-0.098477	0
56	-0.51111	-0.1107	0
57	-0.51365	-0.1345	0
58	-0.52655	-0.26766	0
59	-0.52528	-0.25551	0
60	-0.52646	-0.26661	0
61	-0.53322	-0.3362	0
62	-0.53342	-0.33853	0
63	-0.52898	-0.29153	0
64	-0.53141	-0.31972	0
65	-0.5324	-0.32643	0
66	-0.46001	0.44269	0
67	-0.46002	0.44118	0
68	-0.51825	-0.18468	0
69	-0.51909	-0.19178	0
