"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.60215	-0.5	0
1	0.39579	-0.5	0
2	0.61383	0.5	0
3	-0.39505	0.5	0
4	-0.50783	-0.053279	0
5	-0.50833	-0.055723	0
6	-0.5917	-0.41123	0
7	-0.59234	-0.41468	0
8	-0.57457	-0.32869	0
9	-0.57642	-0.335	0
10	-0.57403	-0.32637	0
11	-0.57066	-0.31177	0
12	-0.57223	-0.31993	0
13	-0.60144	-0.48083	0
14	-0.60145	-0.48331	0
15	-0.60193	-0.49634	0
16	-0.57699	-0.33829	0
17	-0.57768	-0.34257	0
18	-0.58899	-0.39541	0
19	-0.58914	-0.39652	0
20	-0.60168	-0.49036	0
21	-0.59993	-0.46358	0
22	-0.60026	-0.46674	0
23	-0.60133	-0.4793	0
24	-0.60079	-0.47179	0
25	-0.55916	-0.2612	0
26	-0.56069	-0.2667	0
27	-0.56916	-0.30221	0
28	-0.57048	-0.31093	0
29	-0.5668	-0.29257	0
30	-0.56847	-0.2994	0
31	-0.56302	-0.27677	0
32	-0.56483	-0.28484	0
33	-0.57869	-0.34663	0
34	-0.57978	-0.35085	0
35	-0.56909	-0.30188	0
36	-0.58086	-0.35563	0
37	-0.58878	-0.39455	0
38	-0.58702	-0.38603	0
39	-0.59057	-0.40514	0
40	-0.58168	-0.35925	0
41	-0.58228	-0.36346	0
42	-0.58293	-0.36765	0
43	-0.58397	-0.37238	0
44	-0.59692	-0.44257	0
45	-0.59739	-0.4455	0
46	-0.59561	-0.43406	0
47	-0.5958	-0.43569	0
48	-0.59752	-0.44631	0
49	-0.59901	-0.45417	0
50	-0.58491	-0.3768	0
51	-0.58555	-0.37971	0
52	-0.59383	-0.4243	0
53	-0.5949	-0.4307	0
54	-0.59937	-0.4574	0
55	-0.59297	-0.41879	0
56	-0.54043	-0.18384	0
57	-0.54197	-0.18993	0
58	-0.54296	-0.19411	0
59	-0.54446	-0.20001	0
60	-0.55142	-0.22806	0
61	-0.55382	-0.23706	0
62	-0.55645	-0.24926	0
63	-0.5581	-0.25666	0
64	-0.56261	-0.27499	0
65	-0.56646	-0.2913	0
66	-0.56281	-0.27572	0
67	-0.42874	0.28578	0
68	-0.42957	0.28212	0
69	-0.42138	0.31864	0
70	-0.42236	0.31445	0
71	-0.42481	0.30212	0
72	-0.42618	0.29586	0
73	-0.427	0.29258	0
74	-0.42416	0.30511	0
75	-0.41399	0.35384	0
76	-0.41479	0.3508	0
77	-0.41237	0.36298	0
78	-0.41285	0.35998	0
79	-0.41627	0.34539	0
80	-0.41732	0.33724	0
81	-0.4174	0.33653	0
82	-0.41758	0.33588	0
83	-0.42046	0.32334	0
