"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.54628	-0.5	0
1	0.45475	-0.5	0
2	0.54783	0.5	0
3	-0.45286	0.5	0
4	-0.52655	-0.24407	0
5	-0.52665	-0.24497	0
6	-0.52682	-0.24646	0
7	-0.51073	-0.10143	0
8	-0.51142	-0.10711	0
9	-0.50992	-0.093544	0
10	-0.48128	0.15855	0
11	-0.48185	0.15328	0
12	-0.47772	0.19002	0
13	-0.47869	0.18206	0
14	-0.48253	0.14784	0
15	-0.48342	0.14052	0
16	-0.48363	0.137	0
17	-0.48408	0.13264	0
18	-0.48465	0.12764	0
19	-0.47238	0.23987	0
20	-0.47298	0.23149	0
21	-0.47309	0.23043	0
22	-0.47428	0.22121	0
23	-0.4694	0.26749	0
24	-0.47002	0.26327	0
25	-0.47658	0.20086	0
26	-0.47665	0.20024	0
27	-0.47769	0.19039	0
28	-0.46246	0.33923	0
29	-0.46312	0.33416	0
30	-0.54614	-0.49144	0
31	-0.54626	-0.49938	0
32	-0.54514	-0.44705	0
33	-0.54555	-0.45522	0
34	-0.54452	-0.43708	0
35	-0.54478	-0.4409	0
36	-0.54403	-0.42972	0
37	-0.54304	-0.41725	0
38	-0.54329	-0.41909	0
39	-0.54233	-0.40904	0
40	-0.53958	-0.37381	0
41	-0.53983	-0.3784	0
42	-0.53913	-0.36899	0
43	-0.54059	-0.38781	0
44	-0.54156	-0.39611	0
45	-0.45807	0.39194	0
46	-0.45836	0.38516	0
47	-0.46064	0.35867	0
48	-0.46068	0.3584	0
49	-0.46146	0.34925	0
50	-0.459	0.38024	0
51	-0.45939	0.37688	0
52	-0.45694	0.40278	0
53	-0.45769	0.39618	0
54	-0.45319	0.4591	0
55	-0.45321	0.45546	0
56	-0.45367	0.44547	0
57	-0.45384	0.44251	0
58	-0.45343	0.4504	0
59	-0.54235	-0.40651	0
60	-0.54587	-0.4724	0
61	-0.54592	-0.47398	0
62	-0.54597	-0.47569	0
63	-0.54613	-0.48731	0
64	-0.54559	-0.4564	0
65	-0.54588	-0.46485	0
66	-0.54555	-0.45578	0
67	-0.54636	-0.48277	0
68	-0.47902	0.17935	0
69	-0.47435	0.22054	0
70	-0.47545	0.21108	0
71	-0.47904	0.17921	0
72	-0.48045	0.16867	0
73	-0.46152	0.3488	0
74	-0.46243	0.33961	0
75	-0.46899	0.27315	0
76	-0.47069	0.25827	0
77	-0.46848	0.27777	0
78	-0.46765	0.28301	0
79	-0.46721	0.28824	0
80	-0.46695	0.29301	0
81	-0.46646	0.29932	0
82	-0.47111	0.25315	0
83	-0.47146	0.24844	0
84	-0.47213	0.24252	0
85	-0.46418	0.32073	0
86	-0.46447	0.31767	0
87	-0.46518	0.31191	0
88	-0.46587	0.3055	0
89	-0.4661	0.30237	0
90	-0.45621	0.41253	0
91	-0.45663	0.40617	0
92	-0.45523	0.42745	0
93	-0.45562	0.42089	0
94	-0.45794	0.39387	0
95	-0.46022	0.36553	0
96	-0.50623	-0.06134	0
97	-0.50739	-0.07207	0
98	-0.50591	-0.059236	0
99	-0.50487	-0.050316	0
100	-0.50756	-0.073746	0
101	-0.50853	-0.083175	0
102	-0.50744	-0.072797	0
103	-0.50983	-0.092408	0
104	-0.51294	-0.11942	0
105	-0.51314	-0.12113	0
106	-0.51257	-0.11623	0
107	-0.51185	-0.11036	0
108	-0.51429	-0.1324	0
109	-0.51476	-0.13906	0
110	-0.50964	-0.091399	0
111	-0.50451	-0.046885	0
112	-0.53305	-0.30563	0
113	-0.53334	-0.30929	0
114	-0.53501	-0.32519	0
115	-0.5355	-0.3296	0
116	-0.53411	-0.31659	0
117	-0.53427	-0.31809	0
118	-0.52166	-0.20028	0
119	-0.52256	-0.20877	0
120	-0.51998	-0.18751	0
121	-0.52008	-0.18826	0
122	-0.54185	-0.3997	0
123	-0.53589	-0.33449	0
124	-0.53661	-0.34089	0
125	-0.54036	-0.3853	0
126	-0.53805	-0.35615	0
127	-0.53875	-0.36444	0
128	-0.53763	-0.3517	0
129	-0.53791	-0.35454	0
130	-0.54169	-0.39715	0
131	-0.5288	-0.26567	0
132	-0.52895	-0.26745	0
133	-0.52146	-0.19815	0
134	-0.52502	-0.23152	0
135	-0.52544	-0.23448	0
136	-0.53678	-0.34432	0
137	-0.46007	0.36795	0
138	-0.46008	0.36783	0
139	-0.45499	0.42943	0
140	-0.45583	0.41672	0
141	-0.46364	0.33001	0
142	-0.46367	0.32959	0
143	-0.45461	0.43516	0
144	-0.54395	-0.42766	0
145	-0.45249	0.47406	0
146	-0.45252	0.47366	0
147	-0.45305	0.46504	0
148	-0.45241	0.48683	0
149	-0.4526	0.48269	0
150	-0.45216	0.49142	0
151	-0.45272	0.49829	0
152	-0.4525	0.47472	0
153	-0.52968	-0.27584	0
154	-0.53	-0.27916	0
155	-0.52853	-0.26321	0
156	-0.5308	-0.28699	0
157	-0.5279	-0.25538	0
158	-0.51996	-0.18735	0
159	-0.51858	-0.17564	0
160	-0.51861	-0.17623	0
161	-0.51967	-0.18497	0
162	-0.51843	-0.173	0
163	-0.51815	-0.16588	0
164	-0.51661	-0.15343	0
165	-0.51699	-0.15657	0
166	-0.51791	-0.1642	0
