"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.56879	-0.5	0
1	0.43154	-0.5	0
2	0.56918	0.5	0
3	-0.43257	0.5	0
4	-0.53654	-0.23175	0
5	-0.53769	-0.23991	0
6	-0.535	-0.21924	0
7	-0.53508	-0.21975	0
8	-0.53191	-0.19704	0
9	-0.53199	-0.19789	0
10	-0.52688	-0.16855	0
11	-0.52767	-0.17413	0
12	-0.52299	-0.14374	0
13	-0.52459	-0.15332	0
14	-0.52503	-0.15618	0
15	-0.52641	-0.165	0
16	-0.52651	-0.16565	0
17	-0.51243	-0.077232	0
18	-0.51267	-0.0792	0
19	-0.50803	-0.048004	0
20	-0.50804	-0.04806	0
21	-0.50913	-0.055983	0
22	-0.51618	-0.099962	0
23	-0.51729	-0.1079	0
24	-0.51893	-0.1186	0
25	-0.51931	-0.12081	0
26	-0.52294	-0.14345	0
27	-0.5107	-0.068079	0
28	-0.51074	-0.068375	0
29	-0.50404	-0.023728	0
30	-0.50518	-0.030517	0
31	-0.50359	-0.020705	0
32	-0.55841	-0.38286	0
33	-0.55851	-0.3838	0
34	-0.55548	-0.36013	0
35	-0.55632	-0.36595	0
36	-0.55491	-0.35545	0
37	-0.55505	-0.35699	0
38	-0.55341	-0.34347	0
39	-0.55411	-0.34735	0
40	-0.55869	-0.38473	0
41	-0.56005	-0.39281	0
42	-0.46796	0.20579	0
43	-0.46811	0.20465	0
44	-0.46742	0.20898	0
45	-0.47005	0.19159	0
46	-0.47077	0.18665	0
47	-0.47207	0.1795	0
48	-0.46942	0.19594	0
49	-0.47339	0.17248	0
50	-0.47406	0.16887	0
51	-0.46191	0.24898	0
52	-0.4631	0.24018	0
53	-0.46502	0.22464	0
54	-0.46605	0.21747	0
55	-0.46634	0.21521	0
56	-0.46176	0.25001	0
57	-0.48656	0.084344	0
58	-0.48727	0.080437	0
59	-0.4779	0.14167	0
60	-0.47925	0.13334	0
61	-0.49402	0.038595	0
62	-0.49495	0.033996	0
63	-0.49573	0.028868	0
64	-0.49649	0.024109	0
65	-0.49795	0.012801	0
66	-0.49823	0.010753	0
67	-0.49717	0.020157	0
68	-0.56564	-0.44056	0
69	-0.56622	-0.44814	0
70	-0.56644	-0.45075	0
71	-0.56102	-0.40157	0
72	-0.56105	-0.40184	0
73	-0.52262	-0.14139	0
74	-0.51402	-0.087188	0
75	-0.51442	-0.089555	0
76	-0.51767	-0.11043	0
77	-0.51578	-0.097447	0
78	-0.52117	-0.13205	0
79	-0.52094	-0.13062	0
80	-0.56768	-0.47095	0
81	-0.5682	-0.47754	0
82	-0.56751	-0.46115	0
83	-0.5676	-0.46718	0
84	-0.56659	-0.4524	0
85	-0.56853	-0.48291	0
86	-0.56877	-0.49038	0
87	-0.56879	-0.49915	0
88	-0.56331	-0.4225	0
89	-0.56456	-0.43028	0
90	-0.56531	-0.43699	0
91	-0.56846	-0.48069	0
92	-0.44565	0.35966	0
93	-0.44571	0.35922	0
94	-0.44858	0.33535	0
95	-0.44988	0.32831	0
96	-0.47237	0.17738	0
97	-0.4755	0.15979	0
98	-0.45753	0.27403	0
99	-0.45779	0.27226	0
100	-0.45099	0.31882	0
101	-0.45116	0.31737	0
102	-0.45349	0.304	0
103	-0.45385	0.3012	0
104	-0.45503	0.29247	0
105	-0.45561	0.28826	0
106	-0.45655	0.28205	0
107	-0.45959	0.26273	0
108	-0.46015	0.26026	0
109	-0.46157	0.2515	0
110	-0.46374	0.23537	0
111	-0.46452	0.22944	0
112	-0.45835	0.26955	0
113	-0.50626	-0.036352	0
114	-0.5066	-0.039694	0
115	-0.50966	-0.058347	0
116	-0.51059	-0.067164	0
117	-0.50205	-0.011494	0
118	-0.50187	-0.010399	0
119	-0.50011	0.0010272	0
120	-0.5002	0.00040765	0
121	-0.50084	-0.0035832	0
122	-0.48924	0.069111	0
123	-0.48989	0.065266	0
124	-0.49149	0.054771	0
125	-0.49238	0.048934	0
126	-0.49309	0.044221	0
127	-0.48828	0.075027	0
128	-0.48227	0.11413	0
129	-0.48314	0.1088	0
130	-0.49083	0.059127	0
131	-0.47563	0.15881	0
132	-0.47663	0.15039	0
133	-0.47932	0.13286	0
134	-0.48069	0.12358	0
135	-0.47927	0.13319	0
136	-0.48204	0.11575	0
137	-0.48524	0.094279	0
138	-0.48565	0.091848	0
139	-0.48405	0.10305	0
140	-0.4772	0.14647	0
141	-0.48388	0.10408	0
142	-0.43204	0.4957	0
143	-0.43171	0.49101	0
144	-0.43236	0.48141	0
145	-0.43237	0.48121	0
146	-0.43244	0.47202	0
147	-0.43281	0.46774	0
148	-0.43362	0.45262	0
149	-0.43363	0.45248	0
150	-0.43475	0.44308	0
151	-0.4354	0.43712	0
152	-0.43361	0.45277	0
153	-0.43331	0.46235	0
154	-0.43233	0.48186	0
155	-0.43718	0.42173	0
156	-0.43751	0.41954	0
157	-0.43593	0.43292	0
158	-0.43703	0.4231	0
159	-0.43879	0.41016	0
160	-0.43962	0.4011	0
161	-0.43977	0.3996	0
162	-0.44271	0.37953	0
163	-0.44351	0.37547	0
164	-0.44002	0.39731	0
165	-0.44641	0.34735	0
166	-0.44698	0.34403	0
167	-0.44831	0.33729	0
168	-0.44591	0.35488	0
169	-0.44629	0.34816	0
170	-0.44147	0.38646	0
171	-0.45328	0.30524	0
172	-0.4445	0.36991	0
173	-0.44555	0.36071	0
174	-0.44102	0.38924	0
175	-0.45078	0.321	0
176	-0.56201	-0.41135	0
177	-0.56278	-0.41924	0
178	-0.56296	-0.42066	0
179	-0.5611	-0.40232	0
180	-0.53552	-0.2233	0
181	-0.53639	-0.23066	0
182	-0.53315	-0.20716	0
183	-0.53354	-0.2094	0
184	-0.55671	-0.36867	0
185	-0.55742	-0.37447	0
186	-0.55054	-0.32341	0
187	-0.55139	-0.32785	0
188	-0.5479	-0.30771	0
189	-0.54918	-0.31597	0
190	-0.54963	-0.31815	0
191	-0.55178	-0.33057	0
192	-0.55282	-0.33797	0
193	-0.54657	-0.29642	0
194	-0.54753	-0.30537	0
195	-0.54628	-0.29431	0
196	-0.54476	-0.28461	0
197	-0.54623	-0.29374	0
198	-0.54322	-0.27325	0
199	-0.5443	-0.28047	0
200	-0.53858	-0.24386	0
201	-0.53953	-0.24899	0
202	-0.52896	-0.18103	0
203	-0.52986	-0.18705	0
204	-0.52795	-0.17554	0
205	-0.52998	-0.18812	0
206	-0.54149	-0.26172	0
207	-0.54265	-0.2705	0
208	-0.54136	-0.26089	0
209	-0.54001	-0.25334	0
210	0.48153	-0.11616	0
211	0.4821	-0.11301	0
212	0.47826	-0.13748	0
213	0.47872	-0.13463	0
214	0.48127	-0.11796	0
215	0.48349	-0.10494	0
216	0.48522	-0.094295	0
217	0.48605	-0.089993	0
218	0.52241	0.14129	0
219	0.52361	0.14842	0
220	0.5239	0.15038	0
221	0.50009	-0.0015712	0
222	0.50128	0.0062932	0
223	0.50225	0.013778	0
224	0.50393	0.022713	0
225	0.50406	0.023726	0
226	0.50663	0.041921	0
227	0.50716	0.045159	0
228	0.50549	0.035002	0
229	0.48416	-0.10093	0
230	0.49054	-0.061522	0
231	0.49125	-0.0576	0
232	0.4875	-0.082206	0
233	0.47535	-0.15649	0
234	0.47655	-0.14912	0
235	0.47687	-0.14693	0
236	0.4776	-0.14217	0
237	0.47388	-0.16574	0
238	0.47447	-0.16214	0
239	0.4707	-0.1871	0
240	0.47079	-0.18641	0
241	0.47175	-0.18065	0
242	0.47992	-0.1275	0
243	0.47259	-0.17544	0
244	0.4727	-0.17462	0
245	0.46315	-0.23652	0
246	0.46419	-0.23051	0
247	0.49865	-0.010792	0
248	0.49992	-0.002745	0
249	0.4982	-0.014035	0
250	0.49533	-0.029108	0
251	0.49627	-0.024527	0
252	0.49447	-0.035273	0
253	0.49712	-0.019342	0
254	0.49262	-0.046766	0
255	0.49383	-0.039917	0
256	0.50222	0.013518	0
257	0.50511	0.032431	0
258	0.51351	0.08615	0
259	0.51355	0.086374	0
260	0.5085	0.0523	0
261	0.5105	0.066143	0
262	0.51167	0.073617	0
263	0.49201	-0.050068	0
264	0.4893	-0.06848	0
265	0.44998	-0.3258	0
266	0.45035	-0.32271	0
267	0.448	-0.33671	0
268	0.44827	-0.33459	0
269	0.45085	-0.31756	0
270	0.45164	-0.31472	0
271	0.45262	-0.30769	0
272	0.45304	-0.30402	0
273	0.44626	-0.3526	0
274	0.44645	-0.35107	0
275	0.44417	-0.36801	0
276	0.44486	-0.36209	0
277	0.46243	-0.24092	0
278	0.46783	-0.20598	0
279	0.46882	-0.19794	0
280	0.46009	-0.25788	0
281	0.46087	-0.25179	0
282	0.46212	-0.2427	0
283	0.46738	-0.20963	0
284	0.46639	-0.21674	0
285	0.46903	-0.19609	0
286	0.45462	-0.29389	0
287	0.45563	-0.28733	0
288	0.45807	-0.27265	0
289	0.45899	-0.26636	0
290	0.45936	-0.26211	0
291	0.45626	-0.28356	0
292	0.45699	-0.27838	0
293	0.45414	-0.29737	0
294	0.48788	-0.07894	0
295	0.48859	-0.074957	0
296	0.44904	-0.3305	0
297	0.44741	-0.34338	0
298	0.44602	-0.35404	0
299	0.54074	0.25648	0
300	0.54199	0.26387	0
301	0.53943	0.2488	0
302	0.53912	0.24716	0
303	0.54776	0.306	0
304	0.54855	0.31154	0
305	0.54923	0.3155	0
306	0.53614	0.22936	0
307	0.53667	0.2325	0
308	0.53358	0.2117	0
309	0.53361	0.21193	0
310	0.53367	0.21233	0
311	0.53495	0.22083	0
312	0.46568	-0.22077	0
313	0.46444	-0.22884	0
314	0.44279	-0.37925	0
315	0.4437	-0.37091	0
316	0.44265	-0.38043	0
317	0.43937	-0.40552	0
318	0.43984	-0.39997	0
319	0.43784	-0.41695	0
320	0.43922	-0.4085	0
321	0.44087	-0.39298	0
322	0.4411	-0.39068	0
323	0.44259	-0.3809	0
324	0.43199	-0.48278	0
325	0.43208	-0.48028	0
326	0.43245	-0.4705	0
327	0.43298	-0.46456	0
328	0.43226	-0.49005	0
329	0.52492	0.15877	0
330	0.43485	-0.4423	0
331	0.43533	-0.43632	0
332	0.43768	-0.41796	0
333	0.43772	-0.41769	0
334	0.43424	-0.45067	0
335	0.43461	-0.44549	0
336	0.43632	-0.4297	0
337	0.43655	-0.42765	0
338	0.43213	-0.47476	0
339	0.43227	-0.49177	0
340	0.56888	0.49574	0
341	0.56833	0.48482	0
342	0.56857	0.49026	0
343	0.56733	0.46973	0
344	0.5675	0.47236	0
345	0.56701	0.46012	0
346	0.56731	0.46403	0
347	0.56467	0.43589	0
348	0.56564	0.44464	0
349	0.56461	0.43516	0
350	0.5661	0.44963	0
351	0.56653	0.45374	0
352	0.56251	0.41779	0
353	0.56387	0.42613	0
354	0.56457	0.43473	0
355	0.56236	0.41644	0
356	0.56245	0.41712	0
357	0.56059	0.39878	0
358	0.56141	0.40725	0
359	0.55912	0.38808	0
360	0.56048	0.39788	0
361	0.56775	0.4764	0
362	0.56822	0.48135	0
363	0.55297	0.34363	0
364	0.55431	0.35252	0
365	0.5505	0.32453	0
366	0.5506	0.32512	0
367	0.55461	0.35446	0
368	0.55589	0.36297	0
369	0.56051	0.39825	0
370	0.53885	0.24523	0
371	0.53565	0.22621	0
372	0.53771	0.23781	0
373	0.54419	0.28192	0
374	0.54443	0.28347	0
375	0.54578	0.29152	0
376	0.54641	0.29613	0
377	0.54222	0.26549	0
378	0.55079	0.32689	0
379	0.55173	0.33457	0
380	0.55894	0.38651	0
381	0.55677	0.37159	0
382	0.55724	0.37414	0
383	0.55212	0.33737	0
384	0.55445	0.35336	0
385	0.55647	0.36897	0
386	0.55825	0.37991	0
387	0.53075	0.1904	0
