"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.54236	-0.5	0
1	0.45754	-0.5	0
2	0.52829	0.5	0
3	-0.47802	0.5	0
4	-0.50684	-0.083524	0
5	-0.50685	-0.091018	0
6	-0.50575	-0.053079	0
7	-0.50578	-0.056352	0
8	-0.50569	-0.046572	0
9	-0.50486	-0.025936	0
10	-0.50517	-0.030841	0
11	-0.50561	-0.04153	0
12	-0.50682	-0.091732	0
13	-0.5069	-0.093189	0
14	-0.50711	-0.1005	0
15	-0.50741	-0.10939	0
16	-0.5072	-0.1136	0
17	-0.49593	0.24666	0
18	-0.49556	0.23846	0
19	-0.49484	0.21807	0
20	-0.49459	0.21637	0
21	-0.49564	0.22885	0
22	-0.49487	0.21952	0
23	-0.4936	0.20789	0
24	-0.49669	0.2664	0
25	-0.49661	0.26072	0
26	-0.49663	0.25717	0
27	-0.49612	0.25023	0
28	-0.49589	0.24788	0
29	-0.49565	0.23327	0
30	-0.49909	0.1097	0
31	-0.4997	0.10535	0
32	-0.49815	0.11608	0
33	-0.49435	0.1376	0
34	-0.49451	0.13421	0
35	-0.50129	0.070731	0
36	-0.50145	0.062763	0
37	-0.5015	0.078888	0
38	-0.50143	0.075638	0
39	-0.50156	0.08564	0
40	-0.50167	0.034243	0
41	-0.50189	0.02901	0
42	-0.50146	0.038775	0
43	-0.50138	0.061479	0
44	-0.50173	0.049417	0
45	-0.5015	0.044126	0
46	-0.50159	0.059349	0
47	-0.50209	0.052608	0
48	-0.5335	-0.44403	0
49	-0.5336	-0.44531	0
50	-0.52921	-0.42692	0
51	-0.52988	-0.42939	0
52	-0.53145	-0.43549	0
53	-0.50423	-0.020521	0
54	-0.50344	-0.015312	0
55	-0.50313	-0.010632	0
56	-0.5065	-0.13157	0
57	-0.50646	-0.13191	0
58	-0.5064	-0.065496	0
59	-0.50644	-0.066182	0
60	-0.50693	-0.074711	0
61	-0.50205	0.00034028	0
62	-0.50253	-0.0026806	0
63	-0.50237	0.019581	0
64	-0.50193	0.014479	0
65	-0.50689	-0.078455	0
66	-0.50639	-0.065716	0
67	-0.50722	-0.10324	0
68	-0.50245	-0.19845	0
69	-0.50243	-0.20304	0
70	-0.5023	-0.18677	0
71	-0.50226	-0.19141	0
72	-0.50393	-0.16842	0
73	-0.50398	-0.17064	0
74	-0.50426	-0.16086	0
75	-0.50533	-0.14909	0
76	-0.5053	-0.15121	0
77	-0.50363	-0.17231	0
78	-0.5028	-0.18038	0
79	-0.50497	-0.15367	0
80	-0.50647	-0.13218	0
81	-0.50701	-0.11867	0
82	-0.492	0.17404	0
83	-0.4921	0.17108	0
84	-0.49252	0.16373	0
85	-0.49254	0.15905	0
86	-0.49189	0.15373	0
87	-0.49322	0.14414	0
88	-0.50098	0.095392	0
89	-0.50147	0.08892	0
90	-0.50042	0.099049	0
91	-0.50222	0.0031369	0
92	-0.50196	0.010541	0
93	-0.50203	0.023285	0
94	-0.4869	0.43351	0
95	-0.48869	0.42626	0
96	-0.49823	0.30949	0
97	-0.49755	0.30434	0
98	-0.49171	0.18649	0
99	-0.49179	0.18024	0
100	-0.49862	0.32575	0
101	-0.49851	0.32196	0
102	-0.49745	0.2954	0
103	-0.49747	0.29479	0
104	-0.49834	0.31467	0
105	-0.49355	0.37825	0
106	-0.49401	0.37534	0
107	-0.49199	0.38848	0
108	-0.49323	0.38075	0
109	-0.49176	0.39828	0
110	-0.49179	0.39405	0
111	-0.49477	0.36818	0
112	-0.49546	0.3611	0
113	-0.49572	0.35791	0
114	-0.49621	0.35512	0
115	-0.49835	0.33319	0
116	-0.4984	0.33652	0
117	-0.49697	0.27564	0
118	-0.49743	0.29429	0
119	-0.49725	0.28504	0
120	-0.49784	0.34395	0
121	-0.49738	0.34714	0
122	-0.48498	0.44496	0
123	-0.48577	0.43968	0
124	-0.48407	0.4521	0
125	-0.48945	0.42268	0
126	-0.49046	0.41361	0
127	-0.49067	0.41058	0
128	-0.49126	0.40125	0
129	-0.49698	0.27573	0
130	-0.49697	0.2758	0
131	-0.54157	-0.49635	0
132	-0.53692	-0.46208	0
133	-0.53781	-0.46644	0
134	-0.54083	-0.49101	0
135	-0.52652	-0.41436	0
136	-0.52745	-0.41762	0
137	-0.54035	-0.48085	0
138	-0.54064	-0.48553	0
139	-0.53881	-0.47147	0
140	-0.53925	-0.47425	0
141	-0.53496	-0.45307	0
142	-0.53626	-0.45875	0
143	0.5009	0.16772	0
144	0.50079	0.17385	0
145	0.50058	0.17899	0
146	0.50067	0.18364	0
147	0.50236	0.14714	0
148	0.5018	0.15237	0
149	0.50126	0.16301	0
150	0.49727	0.23497	0
151	0.49691	0.23743	0
152	0.50054	0.18976	0
153	0.50049	0.19238	0
154	0.49987	0.1978	0
155	0.49946	0.20456	0
156	0.49865	0.21107	0
157	0.4996	0.20324	0
158	0.50301	0.1422	0
159	0.50362	0.13056	0
160	0.50326	0.13763	0
161	0.50375	0.12402	0
162	0.50411	0.12728	0
163	0.50371	0.11254	0
164	0.50388	0.11685	0
165	0.50111	0.064538	0
166	0.50111	0.06958	0
167	0.50133	0.058984	0
168	0.50149	0.049477	0
169	0.50109	0.052838	0
170	0.50138	0.075547	0
171	0.50141	0.080197	0
172	0.50179	0.15704	0
173	0.49682	0.24013	0
174	0.49844	0.21265	0
175	0.49872	0.28452	0
176	0.49988	0.28937	0
177	0.4984	0.21317	0
178	0.49825	0.22388	0
179	0.49822	0.22849	0
180	0.498	0.21935	0
181	0.49554	0.25906	0
182	0.49526	0.26687	0
183	0.49636	0.24688	0
184	0.49623	0.25185	0
185	0.49515	-0.10161	0
186	0.49516	-0.096841	0
187	0.49533	-0.11028	0
188	0.49544	-0.10658	0
189	0.49719	-0.058387	0
190	0.49777	-0.052898	0
