"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.55517	-0.5	0
1	0.44327	-0.5	0
2	0.56666	0.5	0
3	-0.4365	0.5	0
4	-0.46077	0.25466	0
5	-0.46165	0.24732	0
6	-0.46869	0.19531	0
7	-0.46887	0.1936	0
8	-0.47165	0.17413	0
9	-0.47186	0.17235	0
10	-0.47031	0.18309	0
11	-0.47045	0.18172	0
12	-0.46945	0.1887	0
13	-0.47099	0.17859	0
14	-0.46761	0.20244	0
15	-0.48093	0.10449	0
16	-0.48181	0.097775	0
17	-0.47976	0.11512	0
18	-0.47988	0.11419	0
19	-0.48089	0.10481	0
20	-0.4783	0.12411	0
21	-0.48064	0.10723	0
22	-0.4767	0.13404	0
23	-0.47684	0.13306	0
24	-0.49069	0.032247	0
25	-0.49167	0.024979	0
26	-0.48947	0.042113	0
27	-0.48953	0.041733	0
28	-0.49257	0.017137	0
29	-0.49307	0.013348	0
30	-0.49196	0.022788	0
31	-0.48648	0.061122	0
32	-0.48652	0.06081	0
33	-0.48673	0.059659	0
34	-0.49374	0.0092371	0
35	-0.49055	0.033202	0
36	-0.48801	0.052389	0
37	-0.49703	-0.012565	0
38	-0.49751	-0.016073	0
39	-0.49814	-0.021	0
40	-0.49943	-0.031965	0
41	-0.49985	-0.035011	0
42	-0.49564	-0.0027121	0
43	-0.49629	-0.0082197	0
44	-0.4882	0.050762	0
45	-0.51937	-0.17399	0
46	-0.51995	-0.17709	0
47	-0.52054	-0.18262	0
48	-0.52064	-0.18539	0
49	-0.51859	-0.16855	0
50	-0.52148	-0.19124	0
51	-0.52188	-0.19358	0
52	-0.52269	-0.19908	0
53	-0.55232	-0.4417	0
54	-0.55292	-0.44611	0
55	-0.55358	-0.45572	0
56	-0.55386	-0.46198	0
57	-0.55312	-0.44941	0
58	-0.55346	-0.45377	0
59	-0.53873	-0.3207	0
60	-0.53902	-0.32312	0
61	-0.53804	-0.31442	0
62	-0.53551	-0.29581	0
63	-0.53619	-0.30005	0
64	-0.53512	-0.29247	0
65	-0.53305	-0.27904	0
66	-0.53394	-0.28503	0
67	-0.53685	-0.30691	0
68	-0.53775	-0.3119	0
69	-0.52832	-0.2426	0
70	-0.52936	-0.24869	0
71	-0.52665	-0.22836	0
72	-0.52762	-0.234	0
73	-0.52827	-0.24217	0
74	-0.53044	-0.25579	0
75	-0.52444	-0.21147	0
76	-0.52509	-0.21636	0
77	-0.52555	-0.22007	0
78	-0.52633	-0.22533	0
79	-0.53437	-0.28754	0
80	-0.53063	-0.25717	0
81	-0.53139	-0.26392	0
82	-0.5328	-0.2772	0
83	-0.55394	-0.46323	0
84	-0.55462	-0.47063	0
85	-0.54862	-0.40633	0
86	-0.54949	-0.41351	0
87	-0.54999	-0.41767	0
88	-0.55037	-0.42127	0
89	-0.54855	-0.40573	0
90	-0.54856	-0.40594	0
91	-0.54072	-0.33756	0
92	-0.54121	-0.34174	0
93	-0.54231	-0.35082	0
94	-0.54273	-0.35426	0
95	-0.54348	-0.35943	0
96	-0.54169	-0.34603	0
97	-0.5477	-0.39854	0
98	-0.54699	-0.38934	0
99	-0.54716	-0.39138	0
100	-0.54572	-0.37721	0
101	-0.54612	-0.38138	0
102	-0.54655	-0.38419	0
103	-0.54728	-0.39301	0
104	-0.54532	-0.37391	0
105	-0.54374	-0.3622	0
106	-0.54444	-0.36724	0
