"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.55754	-0.5	0
1	0.44323	-0.5	0
2	0.55849	0.5	0
3	-0.44105	0.5	0
4	-0.55042	-0.39515	0
5	-0.55119	-0.40107	0
6	-0.54975	-0.39012	0
7	-0.53655	-0.28171	0
8	-0.53698	-0.28506	0
9	-0.53746	-0.29111	0
10	-0.53862	-0.29909	0
11	-0.54032	-0.30889	0
12	-0.54069	-0.31127	0
13	-0.53914	-0.30215	0
14	-0.54352	-0.33607	0
15	-0.54371	-0.33736	0
16	-0.54421	-0.3454	0
17	-0.54307	-0.33106	0
18	-0.54157	-0.31811	0
19	-0.54253	-0.3257	0
20	-0.53874	-0.29989	0
21	-0.54579	-0.35519	0
22	-0.54689	-0.36492	0
23	-0.54824	-0.37598	0
24	-0.54849	-0.37835	0
25	-0.53474	-0.26668	0
26	-0.53541	-0.27187	0
27	-0.5298	-0.23062	0
28	-0.53074	-0.23658	0
29	-0.53162	-0.24282	0
30	-0.53208	-0.24645	0
31	-0.5565	-0.46276	0
32	-0.55651	-0.46306	0
33	-0.55385	-0.43175	0
34	-0.55393	-0.43268	0
35	-0.55496	-0.4436	0
36	-0.555	-0.44419	0
37	-0.5551	-0.44516	0
38	-0.55598	-0.45397	0
39	-0.5514	-0.40364	0
40	-0.55165	-0.40901	0
41	-0.55213	-0.41458	0
42	-0.5529	-0.42021	0
43	-0.55188	-0.41169	0
44	-0.55313	-0.42249	0
45	-0.55751	-0.49891	0
46	-0.55684	-0.47196	0
47	-0.55701	-0.47942	0
48	-0.5571	-0.48123	0
49	-0.55719	-0.48298	0
50	-0.55648	-0.46245	0
51	-0.55755	-0.49096	0
52	-0.4444	0.4372	0
53	-0.44442	0.43664	0
54	-0.44449	0.43558	0
55	-0.44492	0.42747	0
56	-0.54916	-0.38561	0
57	0.55221	0.40536	0
58	0.55224	0.40562	0
59	0.55062	0.38815	0
60	0.55153	0.39669	0
61	0.5523	0.40622	0
62	0.55333	0.41545	0
63	0.55503	0.42948	0
64	0.55576	0.43936	0
65	0.55498	0.42902	0
66	0.55501	0.42927	0
67	0.55614	0.44411	0
68	0.55658	0.44936	0
69	0.55501	0.42933	0
70	0.50246	0.016332	0
71	0.50339	0.022418	0
72	0.50212	0.013765	0
73	0.49306	-0.055856	0
74	0.49308	-0.055655	0
75	0.49469	-0.044874	0
76	0.49284	-0.057566	0
77	0.49495	-0.043522	0
78	0.49529	-0.040001	0
79	0.4977	-0.023243	0
80	0.49887	-0.015289	0
81	0.49598	-0.033939	0
82	0.497	-0.027666	0
83	0.49976	-0.0087311	0
84	0.49749	-0.024813	0
85	0.47878	-0.16207	0
86	0.48048	-0.15188	0
87	0.48054	-0.15151	0
88	0.48189	-0.14148	0
89	0.48287	-0.13389	0
90	0.48423	-0.12245	0
91	0.48492	-0.11742	0
92	0.48616	-0.10718	0
93	0.48669	-0.1019	0
94	0.48714	-0.098063	0
95	0.48572	-0.1125	0
96	0.48879	-0.088421	0
97	0.48985	-0.079996	0
98	0.48828	-0.091272	0
99	0.48302	-0.13215	0
100	0.49161	-0.066987	0
101	0.49013	-0.077732	0
102	0.49144	-0.068115	0
103	0.50117	0.0025656	0
104	0.50151	0.0056482	0
105	0.50026	-0.0051768	0
106	0.50393	0.025608	0
107	0.50419	0.027507	0
108	0.50535	0.033931	0
109	0.50633	0.04114	0
110	0.50784	0.052264	0
111	0.50808	0.053832	0
112	0.51385	0.095197	0
113	0.51514	0.10601	0
