-0.664646 0 0
-0.663238 0.00420205 0
-0.659234 0.0161515 0
-0.655838 0.0218965 0
-0.649197 0.0318504 0
-0.646171 0.0364804 0
-0.63909 0.0473705 0
-0.637838 0.0497556 0
-0.633704 0.0567098 0
-0.630929 0.0613377 0
-0.629694 0.0631283 0
-0.623581 0.0710612 0
-0.616239 0.0818055 0
-0.615515 0.0828089 0
-0.614953 0.0837013 0
-0.605587 0.0962448 0
-0.602296 0.100355 0
-0.594784 0.109218 0
-0.59065 0.113823 0
-0.584217 0.121515 0
-0.57837 0.128429 0
-0.574977 0.132603 0
-0.570494 0.137885 0
-0.565472 0.144229 0
-0.560992 0.149014 0
-0.554782 0.155496 0
-0.545189 0.165656 0
-0.544111 0.166739 0
-0.543453 0.167492 0
-0.533165 0.178007 0
-0.525558 0.185724 0
-0.521921 0.189432 0
-0.513135 0.197001 0
-0.510019 0.199675 0
-0.508842 0.200827 0
-0.498437 0.210304 0
-0.492678 0.215053 0
-0.486207 0.221062 0
-0.479079 0.227248 0
-0.4754 0.23038 0
-0.464087 0.239984 0
-0.463997 0.240057 0
-0.463974 0.240076 0
-0.450833 0.249268 0
-0.449672 0.250192 0
-0.438292 0.259001 0
-0.435946 0.260584 0
-0.425493 0.267815 0
-0.423212 0.26953 0
-0.409925 0.27833 0
-0.408888 0.278925 0
-0.407724 0.279891 0
-0.396299 0.287918 0
-0.390646 0.291026 0
-0.382093 0.296966 0
-0.381695 0.297201 0
-0.380074 0.298123 0
-0.3695 0.303893 0
-0.364586 0.306422 0
-0.358251 0.309411 0
-0.354403 0.311603 0
-0.345708 0.316235 0
-0.334215 0.322176 0
-0.332209 0.323178 0
-0.330069 0.324312 0
-0.318613 0.329987 0
-0.309551 0.334506 0
-0.304719 0.336692 0
-0.301653 0.338183 0
-0.288424 0.343307 0
-0.283832 0.345178 0
-0.273008 0.349509 0
-0.26462 0.352402 0
-0.257762 0.35505 0
-0.248647 0.359072 0
-0.243711 0.361076 0
-0.238919 0.362776 0
-0.230347 0.365746 0
-0.22254 0.367765 0
-0.21691 0.369152 0
-0.20947 0.371954 0
-0.204397 0.373808 0
-0.197171 0.375957 0
-0.190397 0.377959 0
-0.188269 0.378622 0
-0.183606 0.3796 0
-0.173488 0.381857 0
-0.168 0.383251 0
-0.160865 0.384624 0
-0.151892 0.386879 0
-0.147078 0.388051 0
-0.13524 0.389715 0
-0.132931 0.390184 0
-0.116645 0.39306 0
-0.116021 0.393184 0
-0.114921 0.393441 0
-0.0994638 0.396501 0
-0.0901269 0.39688 0
-0.0834803 0.397787 0
-0.0779373 0.39827 0
-0.0692523 0.398928 0
-0.0621744 0.39956 0
-0.0541387 0.400484 0
-0.0458443 0.400824 0
-0.0356278 0.401632 0
-0.0303455 0.402055 0
-0.0153071 0.40213 0
-0.0150158 0.402124 0
-0.0148906 0.402133 0
8.21462e-05 0.402224 0
0.00798057 0.402379 0
0.0155063 0.402276 0
0.0251777 0.401862 0
0.0323749 0.401567 0
0.0434741 0.401037 0
0.0492085 0.400766 0
0.059334 0.400212 0
0.0651229 0.399893 0
0.0698668 0.399402 0
0.0812921 0.398124 0
0.0929666 0.397019 0
0.0967246 0.396569 0
0.111437 0.394289 0
0.113067 0.394017 0
0.113416 0.393965 0
0.129486 0.390915 0
0.1326 0.390416 0
0.144776 0.388023 0
0.151694 0.386748 0
0.160939 0.384829 0
0.169257 0.382421 0
0.177526 0.380176 0
0.183966 0.378612 0
0.195109 0.376019 0
0.200501 0.37455 0
0.210403 0.371357 0
0.212034 0.370914 0
0.213963 0.370372 0
0.223798 0.367539 0
0.232746 0.364369 0
0.234437 0.363764 0
0.236088 0.363266 0
0.244658 0.360793 0
0.249295 0.35948 0
0.258379 0.355901 0
0.266744 0.353001 0
0.274068 0.350034 0
0.283297 0.345893 0
0.290669 0.342534 0
0.297759 0.339447 0
0.307417 0.334925 0
0.313919 0.331779 0
0.325349 0.327071 0
0.328282 0.325621 0
0.335569 0.32205 0
0.342265 0.318597 0
0.345609 0.316701 0
0.354986 0.311286 0
0.365201 0.304889 0
0.367827 0.303439 0
0.370403 0.301817 0
0.381966 0.295435 0
0.386819 0.2929 0
0.398667 0.285876 0
0.401276 0.284342 0
0.40229 0.283636 0
0.408735 0.279428 0
0.415662 0.274859 0
0.417798 0.273355 0
0.42707 0.267056 0
0.433018 0.262677 0
0.439074 0.258294 0
0.450505 0.249908 0
0.451258 0.24936 0
0.451777 0.248986 0
0.462926 0.240797 0
0.471068 0.233627 0
0.473676 0.231533 0
0.4766 0.22892 0
0.48452 0.222332 0
0.495516 0.213156 0
0.496484 0.212313 0
0.498702 0.210562 0
0.507633 0.203627 0
0.510822 0.200235 0
0.516844 0.194399 0
0.52453 0.186754 0
0.52776 0.183661 0
0.536851 0.17401 0
0.538815 0.171893 0
0.548902 0.161769 0
0.551284 0.15916 0
0.558915 0.151343 0
0.56388 0.146093 0
0.570084 0.139008 0
0.573978 0.134219 0
0.579552 0.127875 0
0.58653 0.119487 0
0.588038 0.117613 0
0.595665 0.10901 0
0.599094 0.10449 0
0.604897 0.0964347 0
0.611724 0.0876035 0
0.614179 0.0841857 0
0.619834 0.0758713 0
0.621563 0.07344 0
0.62306 0.0713439 0
0.629482 0.0625425 0
0.636198 0.0527508 0
0.63827 0.0496974 0
0.639136 0.0483297 0
0.645841 0.0385012 0
0.649447 0.0332107 0
0.649959 0.0324072 0
0.657569 0.0198377 0
0.659209 0.0171309 0
0.659321 0.0169441 0
0.659846 0.0148538 0
0.663634 0 0
