"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.58778	0	0
1	0.58818	0	0
2	-0.49296	0.18724	0
3	-0.49712	0.1814	0
4	-0.48748	0.19493	0
5	-0.49009	0.19133	0
6	-0.48285	0.20136	0
7	-0.49075	0.19033	0
8	-0.57327	0.040205	0
9	-0.57559	0.034323	0
10	-0.56356	0.062103	0
11	-0.5668	0.055071	0
12	-0.56849	0.051168	0
13	-0.58181	0.018791	0
14	-0.58312	0.01552	0
15	-0.58723	0.002324	0
16	-0.57136	0.044808	0
17	-0.58509	0.010008	0
18	-0.57791	0.028874	0
19	-0.57938	0.024616	0
20	-0.52082	0.14422	0
21	-0.52362	0.13971	0
22	-0.52412	0.13888	0
23	-0.53336	0.12292	0
24	-0.53386	0.12187	0
25	-0.54378	0.10379	0
26	-0.54538	0.10078	0
27	-0.54815	0.095123	0
28	-0.55174	0.087594	0
29	-0.55284	0.085416	0
30	-0.53286	0.12384	0
31	-0.55748	0.075098	0
32	-0.55818	0.073701	0
33	-0.55554	0.079332	0
34	-0.54027	0.10977	0
35	-0.53791	0.114	0
36	-0.56212	0.06523	0
37	-0.529	0.13177	0
38	-0.51358	0.15585	0
39	-0.5179	0.14895	0
40	-0.50867	0.16325	0
41	-0.51033	0.16072	0
42	-0.50307	0.17255	0
43	-0.5033	0.17219	0
44	-0.51837	0.14825	0
45	-0.44586	0.24545	0
46	-0.4485	0.24258	0
47	-0.43696	0.25528	0
48	-0.43972	0.25218	0
49	-0.43222	0.26057	0
50	-0.42486	0.26763	0
51	-0.43072	0.26214	0
52	-0.4642	0.22487	0
53	-0.4666	0.22196	0
54	-0.45631	0.23416	0
55	-0.45751	0.23271	0
56	-0.47277	0.21421	0
57	-0.44892	0.24212	0
58	-0.50425	0.17059	0
59	-0.50211	0.17399	0
60	-0.47428	0.21227	0
61	-0.48134	0.20327	0
62	-0.4405	0.2514	0
63	-0.40911	0.28269	0
64	-0.4112	0.28084	0
65	-0.41836	0.27379	0
66	-0.42195	0.27087	0
67	-0.41571	0.27616	0
68	-0.28107	0.37491	0
69	-0.28511	0.37294	0
70	-0.27156	0.37974	0
71	-0.27487	0.37803	0
72	-0.28999	0.37045	0
73	-0.31447	0.35647	0
74	-0.32213	0.3514	0
75	-0.0038856	0.44605	0
76	-0.011644	0.44582	0
77	-0.021675	0.44581	0
78	-0.023865	0.44578	0
79	0.041239	0.44496	0
80	0.040218	0.44503	0
81	0.028759	0.44513	0
82	0.028142	0.44513	0
83	0.051224	0.44394	0
84	-0.033635	0.44576	0
85	-0.034728	0.44573	0
86	-0.046446	0.44413	0
87	-0.058284	0.4433	0
88	-0.046322	0.44413	0
89	-0.3818	0.30718	0
90	-0.38749	0.30232	0
91	-0.39343	0.2973	0
92	-0.39407	0.29673	0
93	-0.40124	0.29034	0
94	-0.40498	0.28664	0
95	-0.33677	0.34123	0
96	-0.34289	0.33726	0
97	-0.34462	0.33605	0
98	-0.3461	0.33496	0
99	-0.35686	0.32663	0
100	-0.3603	0.3239	0
101	-0.36443	0.32054	0
102	-0.36998	0.31646	0
103	-0.35289	0.32974	0
104	-0.25959	0.38601	0
105	-0.26212	0.38491	0
106	-0.22348	0.40236	0
107	-0.23251	0.39874	0
108	-0.25199	0.38945	0
109	-0.2364	0.39698	0
110	0.21467	0.4055	0
111	0.20706	0.40834	0
112	0.21868	0.40405	0
113	0.2163	0.40491	0
114	0.26938	0.38122	0
115	0.2675	0.38215	0
116	0.22585	0.40148	0
117	0.23434	0.39786	0
118	0.22685	0.40107	0
