"PointIds"	"Points:0"	"Points:1"	"Points:2"
0	-0.54475	0	0
1	0.54526	0	0
2	-0.32783	0.36307	0
3	-0.33649	0.3558	0
4	-0.36981	0.32333	0
5	-0.37035	0.32276	0
6	-0.38266	0.31029	0
7	-0.38678	0.30545	0
8	-0.40897	0.27879	0
9	-0.41342	0.27239	0
10	-0.41424	0.27139	0
11	-0.41921	0.26582	0
12	-0.43635	0.24236	0
13	-0.4382	0.23961	0
14	-0.44264	0.23224	0
15	-0.44462	0.22936	0
16	-0.036053	0.47998	0
17	-0.041049	0.47968	0
18	-0.0058827	0.48097	0
19	-0.017495	0.48105	0
20	-0.068002	0.47684	0
21	-0.076319	0.4757	0
22	-0.059286	0.47783	0
23	-0.064185	0.47744	0
24	-0.16423	0.45482	0
25	-0.1667	0.45394	0
26	-0.14523	0.46026	0
27	-0.15236	0.45813	0
28	-0.17263	0.45176	0
29	-0.15502	0.4574	0
30	-0.14213	0.46119	0
31	-0.11056	0.46979	0
32	-0.11526	0.4687	0
33	-0.088088	0.47375	0
34	-0.089891	0.47337	0
35	-0.14056	0.46168	0
36	-0.26685	0.40611	0
37	-0.26898	0.40473	0
38	-0.25629	0.41239	0
39	-0.26018	0.41019	0
40	-0.27469	0.4009	0
41	-0.27987	0.39791	0
42	-0.05435	0.47813	0
43	-0.077995	0.47562	0
44	-0.082177	0.47482	0
45	-0.12774	0.46519	0
46	-0.13185	0.46416	0
47	-0.10214	0.47125	0
48	-0.10049	0.47149	0
49	-0.095884	0.47229	0
50	-0.027454	0.48044	0
51	-0.53217	0.036859	0
52	-0.53373	0.03309	0
53	-0.5364	0.024505	0
54	-0.53754	0.021635	0
55	-0.53535	0.028336	0
56	-0.51634	0.082371	0
57	-0.51716	0.079668	0
58	-0.52605	0.054811	0
59	-0.52916	0.046428	0
60	-0.51914	0.072786	0
61	-0.52046	0.069062	0
62	-0.5231	0.062616	0
63	-0.52548	0.056147	0
64	-0.54381	0.0028286	0
65	-0.54153	0.010433	0
66	-0.54054	0.013422	0
67	-0.53012	0.043636	0
68	-0.50827	0.1011	0
69	-0.51146	0.094148	0
70	-0.50205	0.11672	0
71	-0.50506	0.10941	0
72	-0.51491	0.086016	0
73	-0.51238	0.09204	0
74	0.53347	0.033805	0
75	0.5331	0.034888	0
76	0.53763	0.021703	0
77	0.53443	0.030799	0
78	0.54154	0.010631	0
79	0.53898	0.017672	0
80	0.53075	0.041399	0
81	0.52898	0.046411	0
82	0.48677	0.15163	0
83	0.48395	0.15705	0
84	0.4893	0.14679	0
85	0.47364	0.17858	0
86	0.47027	0.18485	0
87	0.47489	0.1762	0
88	0.46605	0.19259	0
89	0.46055	0.20236	0
90	0.45785	0.20664	0
91	0.46555	0.1935	0
92	0.4646	0.19513	0
93	0.52493	0.057882	0
94	0.52373	0.060851	0
95	0.5206	0.069559	0
96	0.54478	0.0013542	0
97	0.51615	0.081499	0
98	0.51339	0.088043	0
99	0.50825	0.10171	0
100	0.50762	0.10333	0
101	0.50694	0.1051	0
102	0.50318	0.11426	0
103	0.5012	0.11884	0
104	0.4768	0.17252	0
105	0.49863	0.1249	0
106	0.49582	0.13123	0
107	0.52863	0.047424	0
108	0.49049	0.14406	0
109	0.4938	0.13574	0
110	0.45504	0.21129	0
111	0.4528	0.21503	0
112	0.44735	0.22427	0
113	0.44259	0.23167	0
114	0.43246	0.24707	0
115	0.43112	0.2491	0
116	0.48201	0.16138	0
117	0.4795	0.16692	0
118	0.42595	0.25635	0
119	0.44194	0.23271	0
120	0.44056	0.23466	0
121	0.44951	0.2204	0
122	0.38464	0.30807	0
123	0.38374	0.30915	0
124	0.42416	0.25889	0
125	0.41928	0.26571	0
126	0.32261	0.36605	0
127	0.32181	0.36694	0
128	0.32098	0.36749	0
129	0.3109	0.3754	0
130	0.33245	0.3581	0
131	0.32971	0.3603	0
132	0.34864	0.34416	0
133	0.34522	0.34733	0
134	0.35757	0.33545	0
135	0.35705	0.336	0
136	0.35622	0.33676	0
137	0.36714	0.32646	0
138	0.36695	0.32664	0
139	0.39755	0.29357	0
140	0.38997	0.30197	0
141	0.3106	0.37563	0
142	0.30199	0.38208	0
143	0.31078	0.3755	0
144	0.52057	0.069632	0
145	0.51722	0.07863	0
146	0.52054	0.06971	0
147	0.51197	0.092108	0
148	0.090481	0.47336	0
149	0.082804	0.4741	0
150	0.062592	0.47772	0
151	0.053637	0.47861	0
152	0.042229	0.47963	0
153	0.036048	0.48012	0
154	0.029567	0.48066	0
155	0.019415	0.48126	0
156	0.052538	0.47872	0
157	0.051826	0.47874	0
158	0.017841	0.48128	0
159	0.2874	0.39204	0
160	0.28564	0.39325	0
161	0.27844	0.39886	0
162	0.34063	0.35164	0
163	0.33308	0.35757	0
164	0.23172	0.42609	0
165	0.22231	0.43056	0
166	0.24314	0.41988	0
167	0.24021	0.42147	0
168	0.27649	0.40024	0
169	0.27335	0.40215	0
170	0.26718	0.4058	0
171	0.21044	0.43632	0
172	0.20238	0.43969	0
173	0.1732	0.45084	0
174	0.16909	0.45242	0
175	0.18037	0.44815	0
176	0.19756	0.4418	0
177	0.1871	0.44586	0
178	0.22106	0.43125	0
179	0.21919	0.43216	0
180	0.23196	0.42596	0
181	0.25041	0.41555	0
182	0.25168	0.41479	0
183	0.29933	0.38384	0
184	0.29467	0.3874	0
185	0.26316	0.40825	0
186	-0.12154	0.46715	0
187	-0.005686	0.48098	0
188	-0.025966	0.48055	0
189	0.10965	0.46942	0
190	0.10516	0.47043	0
191	0.1846	0.44664	0
192	0.15171	0.45862	0
193	0.15163	0.45865	0
194	0.15071	0.45891	0
195	0.13742	0.46261	0
196	0.13316	0.4638	0
197	0.15184	0.45858	0
198	0.16304	0.45471	0
199	0.13871	0.46226	0
200	0.0060628	0.48105	0
201	-0.0055122	0.48098	0
202	0.016461	0.48129	0
203	0.067098	0.47707	0
204	0.094445	0.47295	0
205	0.072155	0.47603	0
206	0.10056	0.47142	0
207	0.1156	0.46794	0
208	0.1261	0.46567	0
209	0.12364	0.46621	0
210	0.07786	0.47484	0
211	0.19949	0.44073	0
212	0.25799	0.41108	0
213	0.41275	0.27453	0
214	0.40731	0.2818	0
215	0.40592	0.2835	0
216	0.39775	0.29334	0
217	0.39767	0.29344	0
218	0.43682	0.24033	0
219	0.37653	0.31618	0
220	0.37505	0.31766	0
221	0.36806	0.32541	0
222	0.41593	0.27022	0
223	-0.35138	0.34199	0
224	-0.35557	0.33782	0
225	-0.44868	0.22272	0
226	-0.047833	0.47884	0
227	-0.17847	0.4496	0
228	-0.18459	0.44707	0
229	-0.17603	0.45046	0
230	-0.19391	0.44306	0
231	-0.1952	0.44243	0
232	-0.2254	0.42918	0
233	-0.22991	0.42692	0
234	-0.2058	0.43786	0
235	-0.20675	0.43744	0
236	-0.2134	0.43477	0
237	-0.21734	0.43314	0
238	-0.21786	0.43289	0
239	-0.23021	0.42677	0
240	-0.19145	0.44421	0
241	-0.3268	0.36399	0
242	-0.31756	0.37094	0
243	-0.32484	0.36549	0
244	-0.33677	0.35555	0
245	-0.34465	0.34833	0
246	-0.30028	0.38415	0
247	-0.30727	0.37886	0
248	-0.28897	0.39203	0
249	-0.29178	0.39022	0
250	-0.33657	0.35574	0
251	-0.30885	0.37764	0
252	-0.30995	0.37676	0
253	-0.29726	0.3861	0
254	-0.24346	0.41945	0
255	-0.25074	0.41552	0
256	-0.43204	0.24825	0
257	-0.38913	0.30275	0
258	-0.3764	0.317	0
259	-0.37828	0.31478	0
260	-0.4013	0.2888	0
261	-0.40191	0.28803	0
262	-0.40772	0.28027	0
263	-0.45354	0.21492	0
264	-0.45845	0.20713	0
265	-0.42033	0.26413	0
266	-0.42317	0.26049	0
267	-0.44906	0.2221	0
268	-0.44947	0.22144	0
269	-0.49111	0.14208	0
270	-0.49361	0.13691	0
271	-0.49633	0.13001	0
272	-0.49731	0.12762	0
273	-0.28372	0.39534	0
274	-0.23133	0.42616	0
275	-0.24064	0.42096	0
276	-0.37123	0.32189	0
277	-0.35771	0.33577	0
278	-0.35912	0.33443	0
279	-0.36438	0.32935	0
280	-0.34846	0.34475	0
281	-0.50148	0.11806	0
282	-0.49972	0.12197	0
283	-0.4679	0.18973	0
284	-0.4713	0.18345	0
285	-0.46754	0.19042	0
286	-0.4586	0.20686	0
287	-0.4588	0.20652	0
288	-0.47527	0.17581	0
289	-0.47657	0.17336	0
290	-0.46343	0.19802	0
291	-0.46709	0.19125	0
292	-0.48435	0.15695	0
293	-0.48515	0.15521	0
294	-0.48079	0.1651	0
295	-0.48647	0.15234	0
296	-0.48934	0.14592	0
297	-0.47986	0.16709	0
298	-0.50671	0.10499	0
299	-0.47484	0.17673	0
300	-0.4039	0.2853	0
301	-0.39499	0.29629	0
302	-0.39866	0.2919	0
303	-0.39312	0.29829	0
304	-0.42644	0.25636	0
305	-0.42855	0.25349	0
